Regularisierer	Zielgroesse	Top1	Trainingszeit	
2.037722	68826970.000000	65.960000	25.025512	
1.878619	68826970.000000	51.190000	25.632832	
1.721781	68826970.000000	45.360000	25.061276	
1.569740	68826970.000000	66.180000	25.575071	
1.430168	68826970.000000	65.490000	25.951236	
1.307728	68826970.000000	62.800000	24.783857	
1.208214	68826970.000000	47.220000	25.635774	
1.125203	68826970.000000	43.120000	25.947515	
1.058628	68826970.000000	48.020000	25.559805	
1.002915	68826970.000000	44.660000	26.294938	
0.953142	68826970.000000	58.510000	26.052299	
0.910371	68826970.000000	50.370000	25.692077	
0.871050	68826970.000000	49.380000	25.594984	
0.000000	441262.000000	0.000000	0.000000	
3.589495	68816752.000000	58.990000	25.398269	
3.457884	68816752.000000	61.180000	25.064311	
3.327376	68816752.000000	44.210000	25.398802	
3.198156	68816752.000000	57.730000	25.383842	
3.071997	68816752.000000	57.830000	25.537313	
2.950730	68816752.000000	62.520000	25.794900	
2.833143	68816752.000000	52.470000	25.541284	
2.715085	68816752.000000	58.060000	25.319448	
2.598931	68816752.000000	46.910000	25.063948	
2.485763	68816752.000000	56.030000	25.572425	
2.372157	68816752.000000	23.680000	25.833159	
2.274515	68816752.000000	63.960000	25.769926	
2.180240	68816752.000000	52.160000	25.468092	
2.087360	68816752.000000	44.210000	25.616943	
1.991101	68816752.000000	72.590000	25.269354	
1.898920	68816752.000000	68.030000	25.519566	
1.809806	68816752.000000	56.120000	25.764538	
1.729458	68816752.000000	59.500000	25.488763	
1.648991	68816752.000000	69.330000	26.196668	
1.573315	68816752.000000	48.480000	25.734312	
1.496821	68816752.000000	40.340000	25.151273	
1.435685	68816752.000000	51.570000	25.432513	
1.374211	68816752.000000	56.370000	25.653292	
1.314137	68816752.000000	52.230000	25.368613	
1.254972	68816752.000000	22.480000	26.322650	
1.199243	68816752.000000	41.820000	24.805574	
1.147965	68816752.000000	63.640000	26.339674	
1.099918	68816752.000000	64.760000	25.395215	
1.055123	68816752.000000	71.520000	24.941016	
1.014319	68816752.000000	61.660000	25.488677	
0.000000	450223.000000	0.000000	0.000000	
3.752228	68873976.000000	33.180000	26.340883	
3.605142	68873976.000000	36.750000	26.209898	
3.458958	68873976.000000	45.970000	26.015639	
3.312978	68873976.000000	71.700000	26.067961	
3.168641	68873976.000000	60.020000	25.526273	
3.021608	68873976.000000	40.720000	25.601324	
2.875286	68873976.000000	55.680000	26.097168	
2.729548	68873976.000000	52.590000	26.493607	
2.587128	68873976.000000	42.950000	26.189948	
2.474288	68873976.000000	60.960000	26.228844	
2.381615	68873976.000000	56.160000	26.091765	
2.289629	68873976.000000	37.510000	25.789853	
2.202968	68873976.000000	58.890000	26.643945	
2.112986	68873976.000000	45.810000	25.851689	
2.024053	68873976.000000	63.550000	25.843966	
1.937928	68873976.000000	54.950000	25.962115	
1.853647	68873976.000000	49.800000	26.127742	
1.783181	68873976.000000	46.640000	26.372733	
1.712798	68873976.000000	55.080000	25.958069	
1.644313	68873976.000000	71.450000	25.826513	
1.578013	68873976.000000	76.660000	25.775099	
1.512865	68873976.000000	61.420000	26.322012	
1.450490	68873976.000000	71.950000	26.155118	
1.389584	68873976.000000	52.220000	25.774492	
1.335239	68873976.000000	65.570000	25.893657	
1.277310	68873976.000000	63.460000	26.026122	
1.224404	68873976.000000	77.050000	26.022843	
1.169648	68873976.000000	64.760000	25.975846	
1.116445	68873976.000000	70.930000	25.280504	
1.063245	68873976.000000	43.890000	26.046080	
0.000000	498555.000000	0.000000	0.000000	
3.151461	68504950.000000	52.380000	26.744744	
3.013927	68504950.000000	72.580000	26.755367	
2.874799	68504950.000000	57.690000	26.701734	
2.745802	68504950.000000	55.590000	26.770430	
2.633425	68504950.000000	57.480000	26.961532	
2.523175	68504950.000000	63.080000	26.600401	
2.415746	68504950.000000	53.880000	26.772557	
2.312025	68504950.000000	76.430000	26.657489	
2.223991	68504950.000000	50.690000	27.315912	
2.142176	68504950.000000	39.020000	26.432412	
2.059665	68504950.000000	67.680000	26.781663	
1.976362	68504950.000000	50.910000	26.718968	
1.897177	68504950.000000	71.840000	26.753461	
1.822406	68504950.000000	66.550000	27.113854	
1.751988	68504950.000000	62.970000	26.610456	
1.690409	68504950.000000	63.320000	26.602778	
1.626889	68504950.000000	56.490000	27.061965	
1.566714	68504950.000000	56.820000	26.043402	
1.505318	68504950.000000	49.190000	26.952781	
1.448721	68504950.000000	53.480000	26.467486	
1.398287	68504950.000000	51.440000	26.346724	
1.348427	68504950.000000	72.730000	27.037950	
1.294821	68504950.000000	69.090000	26.788311	
1.246943	68504950.000000	70.790000	26.368711	
1.197387	68504950.000000	60.490000	26.737136	
1.148428	68504950.000000	75.260000	26.580394	
1.099883	68504950.000000	41.170000	26.712959	
1.051420	68504950.000000	62.940000	27.235440	
1.004806	68504950.000000	40.450000	26.650792	
0.968868	68504950.000000	35.360000	26.849078	
0.000000	456661.000000	0.000000	0.000000	
3.032109	67638886.000000	41.350000	28.101159	
2.912039	67638886.000000	61.160000	27.593931	
2.789331	67638886.000000	54.170000	28.113911	
2.668730	67638886.000000	53.990000	28.014710	
2.547857	67638886.000000	39.690000	28.062306	
2.429028	67638886.000000	27.960000	28.129527	
2.320614	67638886.000000	40.150000	27.128014	
2.233698	67638886.000000	61.770000	28.333899	
2.150957	67638886.000000	51.620000	27.766607	
2.068995	67638886.000000	24.050000	27.664140	
1.989326	67638886.000000	67.420000	28.146618	
1.909004	67638886.000000	66.050000	28.055402	
1.838638	67638886.000000	67.910000	28.157799	
1.775504	67638886.000000	39.940000	28.106158	
1.712512	67638886.000000	46.990000	27.652900	
1.651461	67638886.000000	76.780000	27.923113	
1.595424	67638886.000000	40.220000	28.107045	
1.541098	67638886.000000	65.970000	28.381789	
1.489770	67638886.000000	55.900000	27.996493	
1.438474	67638886.000000	69.080000	27.690042	
1.384415	67638886.000000	56.750000	27.889758	
1.333195	67638886.000000	57.160000	27.544376	
1.281406	67638886.000000	64.480000	27.728770	
1.228719	67638886.000000	54.400000	27.448760	
1.181255	67638886.000000	62.690000	27.906519	
1.146809	67638886.000000	40.930000	28.068615	
1.114760	67638886.000000	68.540000	28.085638	
1.080259	67638886.000000	71.440000	27.579966	
1.046683	67638886.000000	60.780000	28.058814	
1.014890	67638886.000000	60.260000	27.558108	
0.000000	515311.000000	0.000000	0.000000	
nan	68058384.000000	37.520000	25.804544	
nan	68058384.000000	44.830000	25.815475	
nan	68058384.000000	53.060000	26.200713	
nan	68058384.000000	57.100000	26.068037	
nan	68058384.000000	56.710000	25.916374	
nan	68058384.000000	63.760000	26.050578	
nan	68058384.000000	71.000000	25.799717	
nan	68058384.000000	69.070000	26.064310	
nan	68058384.000000	65.120000	25.941539	
nan	68058384.000000	65.580000	25.685126	
nan	68058384.000000	67.430000	25.836932	
nan	68058384.000000	76.250000	26.031213	
nan	68058384.000000	75.380000	26.227443	
nan	68058384.000000	71.010000	25.481410	
nan	68058384.000000	74.360000	25.678839	
nan	68058384.000000	73.970000	25.754302	
nan	68058384.000000	69.150000	25.461971	
nan	68058384.000000	67.050000	26.179052	
nan	68058384.000000	69.820000	26.085092	
nan	68058384.000000	67.520000	26.002850	
nan	68058384.000000	71.860000	25.650719	
nan	68058384.000000	79.600000	26.483950	
nan	68058384.000000	76.500000	25.536011	
nan	68058384.000000	66.600000	26.258056	
nan	68058384.000000	77.320000	25.177773	
nan	68058384.000000	72.540000	28.366757	
nan	68058384.000000	74.760000	27.521019	
nan	68058384.000000	73.540000	28.250730	
nan	68058384.000000	77.850000	25.533932	
nan	68058384.000000	75.740000	26.393037	
